id_asignacion,id_gestion,id_asignatura,id_docente,siacop_id_persona,paralelo,turno,horas_asignadas,categoria,nombramiento,evaluacion_nota,evaluacion_archivo_digital,nombre_sede,siacop_id_asignacion_docente,siacop_id_asignacion,siacop_id_gestion,siacop_gestion
463,5,834,2,46,PH,T,24,CONTRATADO,MED.VILESP.14.79.97.MED-405.4.T.PH / 46.,NULL,,VILLA ESPERANZA,73021,60293,79,2017
464,5,1362,59,1267,PH,M,40,CONTRATADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 4.,NULL,,VILLA ESPERANZA,73025,60299,79,2017
465,5,838,52,748,PH,M,40,CONTRATADO,MED.VILESP.14.79.97.MED - 503.5.M.PH / 49.,NULL,,VILLA ESPERANZA,73026,60393,79,2017
466,5,1358,105,2314,PH,M,40,CONTRATADO,MED.VILESP.14.79.97.MED-500.5.M.PH / 5.,NULL,,VILLA ESPERANZA,73027,60296,79,2017
467,5,1365,9,177,PH,M,40,CONTRATADO,MED.VILESP.14.79.97.MED-502.5.M.PH / 10.,NULL,,VILLA ESPERANZA,73028,60297,79,2017
468,5,839,28,368,A,T,24,CONTRATADO,MED.VILESP.14.79.97.MED - 504.5.T.A / 17.,NULL,,VILLA ESPERANZA,73029,60298,79,2017
469,5,1362,53,755,PH,M,40,CONTRATADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 34.,NULL,,VILLA ESPERANZA,73030,60294,79,2017
470,5,822,68,1282,C,T,20,CONTRATADO,MED.VILESP.14.79.97.MED-204.2.T.C / 40.,NULL,,VILLA ESPERANZA,73031,60247,79,2017
471,5,818,44,629,G,T,28,CONTRATADO,MED.VILESP.14.79.97.MED-200.2.T.G / 32.,NULL,,VILLA ESPERANZA,73032,60244,79,2017
472,5,2549,194,40190,A,M,40,INVITADO,MED.VILESP.14.79.97.MED-600.6.M.A / 1.,NULL,,VILLA ESPERANZA,74332,61618,79,2017
473,5,815,115,3301,H,M,20,INVITADO,MED.VILESP.14.79.97.MED - 101.1.M.H / 3.,NULL,,VILLA ESPERANZA,74351,60252,79,2017
474,5,815,115,3301,I,T,20,INVITADO,MED.VILESP.14.79.97.MED - 101.1.T.I / 4.,NULL,,VILLA ESPERANZA,74352,60253,79,2017
475,5,815,183,38685,J,M,10,INVITADO,MED.VILESP.14.79.97.MED - 101.1.M.J / 10.,NULL,,VILLA ESPERANZA,74353,60254,79,2017
476,5,815,183,38685,K,T,10,INVITADO,MED.VILESP.14.79.97.MED - 101.1.T.K / 11.,NULL,,VILLA ESPERANZA,74354,60255,79,2017
477,5,816,29,372,H,M,20,INVITADO,MED.VILESP.14.79.97.MED - 102.1.M.H / 12.,NULL,,VILLA ESPERANZA,74355,60256,79,2017
478,5,817,84,1475,F,T,16,INVITADO,MED.VILESP.14.79.97.MED - 103.1.T.F / 13.,NULL,,VILLA ESPERANZA,74356,60257,79,2017
479,5,815,125,3497,E,M,20,INVITADO,MED.VILESP.14.79.97.MED - 101.1.M.E / 16.,NULL,,VILLA ESPERANZA,74357,60258,79,2017
480,5,817,129,3868,G,M,16,INVITADO,MED.VILESP.14.79.97.MED - 103.1.M.G / 25.,NULL,,VILLA ESPERANZA,74358,60259,79,2017
481,5,817,129,3868,H,T,16,INVITADO,MED.VILESP.14.79.97.MED - 103.1.T.H / 26.,NULL,,VILLA ESPERANZA,74359,60260,79,2017
482,5,816,4,74,G,T,20,INVITADO,MED.VILESP.14.79.97.MED - 102.1.T.G / 29.,NULL,,VILLA ESPERANZA,74360,60261,79,2017
483,5,815,38,488,C,M,20,INVITADO,MED.VILESP.14.79.97.MED - 101.1.M.C / 40.,NULL,,VILLA ESPERANZA,74362,60263,79,2017
484,5,816,83,1472,L,T,20,INVITADO,MED.VILESP.14.79.97.MED - 102.1.T.L / 129.,NULL,,VILLA ESPERANZA,74366,60267,79,2017
485,5,817,45,630,B,T,16,INVITADO,MED.VILESP.14.79.97.MED - 103.1.T.B / 50.,NULL,,VILLA ESPERANZA,74367,60268,79,2017
486,5,815,210,51246,G,T,20,INVITADO,MED.VILESP.14.79.97.MED - 101.1.T.G / 57.,NULL,,VILLA ESPERANZA,74369,60270,79,2017
487,5,814,5,115,F,T,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.T.F / 66.,NULL,,VILLA ESPERANZA,74370,60271,79,2017
488,5,817,99,1852,C,T,16,INVITADO,MED.VILESP.14.79.97.MED - 103.1.T.C / 72.,NULL,,VILLA ESPERANZA,74371,60272,79,2017
489,5,814,152,4633,E,M,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.M.E / 75.,NULL,,VILLA ESPERANZA,74372,60273,79,2017
490,5,817,199,45552,D,T,16,INVITADO,MED.VILESP.14.79.97.MED - 103.1.T.D / 83.,NULL,,VILLA ESPERANZA,74454,60274,79,2017
491,5,817,199,45552,E,T,16,INVITADO,MED.VILESP.14.79.97.MED - 103.1.T.E / 85.,NULL,,VILLA ESPERANZA,74455,60275,79,2017
492,5,816,134,4368,E,T,20,INVITADO,MED.VILESP.14.79.97.MED - 102.1.T.E / 134.,NULL,,VILLA ESPERANZA,74456,60276,79,2017
493,5,816,134,4368,I,T,20,INVITADO,MED.VILESP.14.79.97.MED - 102.1.T.I / 86.,NULL,,VILLA ESPERANZA,74457,60277,79,2017
494,5,815,172,35254,D,M,20,INVITADO,MED.VILESP.14.79.97.MED - 101.1.M.D / 90.,NULL,,VILLA ESPERANZA,74458,60278,79,2017
495,5,815,172,35254,L,T,20,INVITADO,MED.VILESP.14.79.97.MED - 101.1.T.L / 91.,NULL,,VILLA ESPERANZA,74459,60279,79,2017
496,5,814,135,4380,N,T,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.T.N / 103.,NULL,,VILLA ESPERANZA,74460,60280,79,2017
497,5,814,49,707,D,T,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.T.D / 104.,NULL,,VILLA ESPERANZA,74461,60300,79,2017
498,5,814,117,3303,O,T,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.T.O / 106.,NULL,,VILLA ESPERANZA,74462,60301,79,2017
499,5,816,144,4414,K,T,20,INVITADO,MED.VILESP.14.79.97.MED - 102.1.T.K / 110.,NULL,,VILLA ESPERANZA,74463,60302,79,2017
500,5,820,114,3299,C,T,20,INVITADO,MED.VILESP.14.79.97.MED - 203.2.T.C / 2.,NULL,,VILLA ESPERANZA,74464,60303,79,2017
501,5,821,60,1268,E,T,20,INVITADO,MED.VILESP.14.79.97.MED - 201.2.T.E / 5.,NULL,,VILLA ESPERANZA,74465,60304,79,2017
502,5,821,60,1268,F,T,20,INVITADO,MED.VILESP.14.79.97.MED - 201.2.T.F / 6.,NULL,,VILLA ESPERANZA,74466,60305,79,2017
503,5,821,50,729,B,M,20,INVITADO,MED.VILESP.14.79.97.MED - 201.2.M.B / 8.,NULL,,VILLA ESPERANZA,74467,60306,79,2017
504,5,818,97,1764,D,T,28,INVITADO,MED.VILESP.14.79.97.MED-200.2.T.D / 19.,NULL,,VILLA ESPERANZA,74468,60307,79,2017
505,5,818,97,1764,E,T,28,INVITADO,MED.VILESP.14.79.97.MED-200.2.T.E / 20.,NULL,,VILLA ESPERANZA,74469,60308,79,2017
506,5,821,37,485,D,T,20,INVITADO,MED.VILESP.14.79.97.MED - 201.2.T.D / 24.,NULL,,VILLA ESPERANZA,74470,60309,79,2017
507,5,819,78,1383,E,M,20,INVITADO,MED.VILESP.14.79.97.MED - 202.2.M.E / 32.,NULL,,VILLA ESPERANZA,74473,60312,79,2017
508,5,822,96,1762,D,T,20,INVITADO,MED.VILESP.14.79.97.MED-204.2.T.D / 117.,NULL,,VILLA ESPERANZA,74475,60313,79,2017
509,5,820,70,1290,E,M,20,INVITADO,MED.VILESP.14.79.97.MED - 203.2.M.E / 38.,NULL,,VILLA ESPERANZA,74476,60314,79,2017
510,5,818,160,5737,C,T,28,INVITADO,MED.VILESP.14.79.97.MED-200.2.T.C / 39.,NULL,,VILLA ESPERANZA,74477,60315,79,2017
511,5,818,198,44407,F,T,28,INVITADO,MED.VILESP.14.79.97.MED-200.2.T.F / 56.,NULL,,VILLA ESPERANZA,74478,60316,79,2017
512,5,820,22,309,D,T,20,INVITADO,MED.VILESP.14.79.97.MED - 203.2.T.D / 67.,NULL,,VILLA ESPERANZA,74479,60317,79,2017
513,5,819,63,1276,H,M,20,INVITADO,MED.VILESP.14.79.97.MED - 202.2.M.H / 71.,NULL,,VILLA ESPERANZA,74514,60318,79,2017
514,5,819,6,124,G,M,20,INVITADO,MED.VILESP.14.79.97.MED - 202.2.M.G / 77.,NULL,,VILLA ESPERANZA,74516,60319,79,2017
515,5,819,67,1281,D,T,5,INVITADO,MED.VILESP.14.79.97.MED - 202.2.T.D / 80.,NULL,,VILLA ESPERANZA,74581,60320,79,2017
516,5,820,42,577,G,T,20,INVITADO,MED.VILESP.14.79.97.MED - 203.2.T.G / 84.,NULL,,VILLA ESPERANZA,74583,60321,79,2017
517,5,818,86,1550,B,T,28,INVITADO,MED.VILESP.14.79.97.MED-200.2.T.B / 98.,NULL,,VILLA ESPERANZA,74584,60322,79,2017
518,5,818,86,1550,I,T,28,INVITADO,MED.VILESP.14.79.97.MED-200.2.T.I / 99.,NULL,,VILLA ESPERANZA,74585,60323,79,2017
519,5,821,130,4107,H,M,20,INVITADO,MED.VILESP.14.79.97.MED - 201.2.M.H / 100.,NULL,,VILLA ESPERANZA,74587,61923,79,2017
520,5,1343,192,40101,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-02.3.M.PH / 14.,NULL,,VILLA ESPERANZA,74589,60331,79,2017
521,5,1342,175,35294,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 21.,NULL,,VILLA ESPERANZA,74590,60284,79,2017
522,5,1342,173,35284,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 22.,NULL,,VILLA ESPERANZA,74591,60285,79,2017
523,5,1342,171,35253,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 23.,NULL,,VILLA ESPERANZA,74599,60359,79,2017
524,5,1342,11,198,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 30.,NULL,,VILLA ESPERANZA,74601,60358,79,2017
525,5,827,147,4485,PH,M,20,INVITADO,MED.VILESP.14.79.97.MED - 304.3.M.PH / 33.,NULL,,VILLA ESPERANZA,74603,60350,79,2017
526,5,825,148,4486,A,M,24,INVITADO,MED.VILESP.14.79.97.MED - 303.3.M.A / 34.,NULL,,VILLA ESPERANZA,74604,60332,79,2017
527,5,827,120,3309,PH,M,9,INVITADO,MED.VILESP.14.79.97.MED - 304.3.M.PH / 37.,NULL,,VILLA ESPERANZA,74605,60347,79,2017
528,5,1342,112,2919,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 43.,NULL,,VILLA ESPERANZA,74607,60353,79,2017
529,5,828,180,35315,A,T,16,INVITADO,MED.VILESP.14.79.97.MED - 305.3.T.A / 46.,NULL,,VILLA ESPERANZA,74609,60335,79,2017
530,5,828,180,35315,B,T,16,INVITADO,MED.VILESP.14.79.97.MED - 305.3.T.B / 45.,NULL,,VILLA ESPERANZA,74610,60336,79,2017
531,5,823,132,4364,A,M,24,INVITADO,MED.VILESP.14.79.97.MED-300.3.M.A / 47.,NULL,,VILLA ESPERANZA,74612,60337,79,2017
532,5,1342,203,46798,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 130.,NULL,,VILLA ESPERANZA,74613,60343,79,2017
533,5,824,56,800,F,T,24,INVITADO,MED.VILESP.14.79.97.MED - 302.3.T.F / 62.,NULL,,VILLA ESPERANZA,74616,60340,79,2017
534,5,823,73,1314,D,M,24,INVITADO,MED.VILESP.14.79.97.MED-300.3.M.D / 64.,NULL,,VILLA ESPERANZA,74617,60342,79,2017
535,5,1342,184,38686,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 65.,NULL,,VILLA ESPERANZA,74631,60334,79,2017
536,5,1342,131,4363,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 69.,NULL,,VILLA ESPERANZA,74633,60281,79,2017
537,5,824,64,1277,C,M,24,INVITADO,MED.VILESP.14.79.97.MED - 302.3.M.C / 131.,NULL,,VILLA ESPERANZA,74634,60345,79,2017
538,5,824,64,1277,E,M,24,INVITADO,MED.VILESP.14.79.97.MED - 302.3.M.E / 118.,NULL,,VILLA ESPERANZA,74637,60346,79,2017
539,5,827,65,1278,PH,M,20,INVITADO,MED.VILESP.14.79.97.MED - 304.3.M.PH / 73.,NULL,,VILLA ESPERANZA,74649,60330,79,2017
540,5,827,181,35322,PH,M,20,INVITADO,MED.VILESP.14.79.97.MED - 304.3.M.PH / 78.,NULL,,VILLA ESPERANZA,74659,60333,79,2017
541,5,827,69,1284,PH,M,20,INVITADO,MED.VILESP.14.79.97.MED - 304.3.M.PH / 88.,NULL,,VILLA ESPERANZA,74664,60251,79,2017
542,5,1344,18,256,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-03.3.M.PH / 94.,NULL,,VILLA ESPERANZA,74667,60352,79,2017
543,5,1342,170,35252,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 95.,NULL,,VILLA ESPERANZA,74669,60349,79,2017
544,5,825,20,268,D,M,24,INVITADO,MED.VILESP.14.79.97.MED - 303.3.M.D / 101.,NULL,,VILLA ESPERANZA,74671,60354,79,2017
545,5,1342,150,4507,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 102.,NULL,,VILLA ESPERANZA,74672,60325,79,2017
546,5,827,204,46815,PH,M,6,INVITADO,MED.VILESP.14.79.97.MED - 304.3.M.PH / 108.,NULL,,VILLA ESPERANZA,74674,60351,79,2017
547,5,825,90,1706,C,T,24,INVITADO,MED.VILESP.14.79.97.MED - 303.3.T.C / 111.,NULL,,VILLA ESPERANZA,74675,60357,79,2017
548,5,1342,185,38689,PH,M,10,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 113.,NULL,,VILLA ESPERANZA,74676,60329,79,2017
549,5,1342,119,3308,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 114.,NULL,,VILLA ESPERANZA,74678,60355,79,2017
550,5,832,197,43272,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED - 403.4.M.PH / 9.,NULL,,VILLA ESPERANZA,74685,60362,79,2017
551,5,1351,205,46885,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 17.,NULL,,VILLA ESPERANZA,74686,60366,79,2017
552,5,1348,95,1760,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 28.,NULL,,VILLA ESPERANZA,74688,60364,79,2017
553,5,1347,61,1271,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 31.,NULL,,VILLA ESPERANZA,74690,60365,79,2017
554,5,1351,72,1313,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 36.,NULL,,VILLA ESPERANZA,74691,60363,79,2017
555,5,833,47,677,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-404.4.M.PH / 48.,NULL,,VILLA ESPERANZA,74692,60367,79,2017
556,5,1349,62,1275,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 63.,NULL,,VILLA ESPERANZA,74694,60369,79,2017
557,5,832,141,4392,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED - 403.4.M.PH / 68.,NULL,,VILLA ESPERANZA,74697,60370,79,2017
558,5,1345,23,313,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 132.,NULL,,VILLA ESPERANZA,74698,60379,79,2017
559,5,1350,102,2229,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 81.,NULL,,VILLA ESPERANZA,74699,60376,79,2017
560,5,831,188,39931,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED - 402.4.M.PH / 87.,NULL,,VILLA ESPERANZA,74700,60290,79,2017
561,5,1353,219,54618,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-401 .4.M.PH / 93.,NULL,,VILLA ESPERANZA,74701,60373,79,2017
562,5,1346,138,4387,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 96.,NULL,,VILLA ESPERANZA,74702,60374,79,2017
563,5,1353,76,1349,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-401 .4.M.PH / 105.,NULL,,VILLA ESPERANZA,74703,60375,79,2017
564,5,1350,139,4388,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 107.,NULL,,VILLA ESPERANZA,74704,60371,79,2017
565,5,1349,111,2918,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 135.,NULL,,VILLA ESPERANZA,74705,60377,79,2017
566,5,834,98,1783,B,T,24,INVITADO,MED.VILESP.14.79.97.MED-405.4.T.B / 115.,NULL,,VILLA ESPERANZA,74707,61975,79,2017
567,5,1355,80,1456,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-500.5.M.PH / 60.,NULL,,VILLA ESPERANZA,74710,60391,79,2017
568,5,1363,154,4637,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 7.,NULL,,VILLA ESPERANZA,74714,60394,79,2017
569,5,1361,81,1457,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 15.,NULL,,VILLA ESPERANZA,74715,60384,79,2017
570,5,1360,209,49718,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 18.,NULL,,VILLA ESPERANZA,74718,60385,79,2017
571,5,1364,104,2313,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-502.5.M.PH / 120.,NULL,,VILLA ESPERANZA,74725,60387,79,2017
572,5,1359,40,534,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 49.,NULL,,VILLA ESPERANZA,74728,60389,79,2017
573,5,840,202,46538,B,T,24,INVITADO,MED.VILESP.14.79.97.MED - 505.5.T.B / 51.,NULL,,VILLA ESPERANZA,74730,60390,79,2017
574,5,1355,143,4397,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-500.5.M.PH / 53.,NULL,,VILLA ESPERANZA,74732,60381,79,2017
575,5,840,208,49717,A,T,24,INVITADO,MED.VILESP.14.79.97.MED - 505.5.T.A / 54.,NULL,,VILLA ESPERANZA,74735,60392,79,2017
576,5,838,113,3298,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED - 503.5.M.PH / 55.,NULL,,VILLA ESPERANZA,74742,60295,79,2017
577,5,1363,19,257,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 61.,NULL,,VILLA ESPERANZA,74743,60399,79,2017
578,5,1359,189,39937,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 70.,NULL,,VILLA ESPERANZA,74748,60396,79,2017
579,5,1364,140,4391,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-502.5.M.PH / 76.,NULL,,VILLA ESPERANZA,74752,60397,79,2017
580,5,1363,201,46498,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 79.,NULL,,VILLA ESPERANZA,74753,60383,79,2017
581,5,1359,136,4381,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 82.,NULL,,VILLA ESPERANZA,74754,60401,79,2017
582,5,1357,75,1337,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-500.5.M.PH / 89.,NULL,,VILLA ESPERANZA,74756,60404,79,2017
583,5,1356,211,51270,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-500.5.M.PH / 92.,NULL,,VILLA ESPERANZA,74757,60406,79,2017
584,5,1357,191,39970,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-500.5.M.PH / 97.,NULL,,VILLA ESPERANZA,74758,60402,79,2017
585,5,1365,142,4396,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-502.5.M.PH / 109.,NULL,,VILLA ESPERANZA,74759,60405,79,2017
586,5,1358,196,43141,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-500.5.M.PH / 116.,NULL,,VILLA ESPERANZA,74766,60407,79,2017
587,5,825,95,1760,E,T,24,INVITADO,MED.VILESP.14.79.97.MED - 303.3.T.E / 27.,NULL,,VILLA ESPERANZA,74784,60328,79,2017
588,5,1352,187,38727,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-401 .4.M.PH / 112.,NULL,,VILLA ESPERANZA,74841,60378,79,2017
589,5,1364,220,54780,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-502.5.M.PH / 74.,NULL,,VILLA ESPERANZA,74843,60398,79,2017
590,5,839,28,368,B,T,24,INVITADO,MED.VILESP.14.79.97.MED - 504.5.T.B / 119.,NULL,,VILLA ESPERANZA,75042,60388,79,2017
591,5,823,200,46370,B,M,24,INVITADO,MED.VILESP.14.79.97.MED-300.3.M.B / 58.,NULL,,VILLA ESPERANZA,75052,60339,79,2017
592,5,1355,80,1456,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-500.5.M.PH / 59.,NULL,,VILLA ESPERANZA,75383,60382,79,2017
593,5,814,82,1458,H,T,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.T.H / 121.,NULL,,VILLA ESPERANZA,77057,64205,79,2017
594,5,814,159,5491,I,T,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.T.I / 124.,NULL,,VILLA ESPERANZA,77058,64208,79,2017
595,5,814,36,477,J,T,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.T.J / 123.,NULL,,VILLA ESPERANZA,77059,64206,79,2017
596,5,814,36,477,L,T,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.T.L / 122.,NULL,,VILLA ESPERANZA,77060,64207,79,2017
597,5,814,161,5738,P,T,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.T.P / 125.,NULL,,VILLA ESPERANZA,77061,64210,79,2017
598,5,820,133,4365,H,M,20,INVITADO,MED.VILESP.14.79.97.MED - 203.2.M.H / 137.,NULL,,VILLA ESPERANZA,77571,60311,79,2017
599,5,816,103,2246,J,T,20,INVITADO,MED.VILESP.14.79.97.MED - 102.1.T.J / 127.,NULL,,VILLA ESPERANZA,78468,65450,79,2017
600,5,1360,195,42857,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 133.,NULL,,VILLA ESPERANZA,78469,60400,79,2017
601,5,1346,221,56132,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 126.,NULL,,VILLA ESPERANZA,78470,60361,79,2017
602,5,1345,176,35299,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-400 .4.M.PH / 136.,NULL,,VILLA ESPERANZA,78471,60368,79,2017
603,5,1342,31,390,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 128.,NULL,,VILLA ESPERANZA,78535,65533,79,2017
604,5,822,25,343,B,T,20,INVITADO,MED.VILESP.14.79.97.MED-204.2.T.B / 138.,NULL,,VILLA ESPERANZA,78750,65940,79,2017
605,5,1361,123,3430,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-501.5.M.PH / 139.,NULL,,VILLA ESPERANZA,79707,60395,79,2017
606,5,823,132,4364,E,T,24,INVITADO,MED.VILESP.14.79.97.MED-300.3.T.E / 145.,NULL,,VILLA ESPERANZA,79709,60338,79,2017
607,6,2507,41,574,A,T,40,INVESTIGADOR,MED.INSDEINV.14.83.97.INV.11.T.A / 1.,NULL,,INSTITUTO DE  INVESTIGACIÓN,79814,66971,83,2017 INVESTIGACION
608,5,1356,226,62996,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-500.5.M.PH / 144.,NULL,,VILLA ESPERANZA,80052,60403,79,2017
609,5,838,227,63121,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED - 503.5.M.PH / 141.,NULL,,VILLA ESPERANZA,80058,66798,79,2017
610,5,818,229,63325,H,T,28,INVITADO,MED.VILESP.14.79.97.MED-200.2.T.H / 143.,NULL,,VILLA ESPERANZA,80071,66801,79,2017
611,5,1365,71,1291,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-502.5.M.PH / 149.,NULL,,VILLA ESPERANZA,80374,66797,79,2017
612,5,823,207,49708,C,T,21,INVITADO,MED.VILESP.14.79.97.MED-300.3.T.C / 157.,NULL,,VILLA ESPERANZA,80379,67492,79,2017
613,5,833,120,3309,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-404.4.M.PH / 140.,NULL,,VILLA ESPERANZA,80671,66803,79,2017
614,5,821,30,374,A,M,20,INVITADO,MED.VILESP.14.79.97.MED - 201.2.M.A / 142.,NULL,,VILLA ESPERANZA,80872,67731,79,2017
615,5,1354,228,63148,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-401 .4.M.PH / 158.,NULL,,VILLA ESPERANZA,81033,66799,79,2017
616,5,827,231,65953,PH,M,20,INVITADO,MED.VILESP.14.79.97.MED-304.3.M.PH / 155.,NULL,,VILLA ESPERANZA,81446,60356,79,2017
617,5,1343,230,64643,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-02.3.M.PH / 154.,NULL,,VILLA ESPERANZA,81456,67974,79,2017
618,5,819,78,1383,D,T,10,INVITADO,MED.VILESP.14.79.97.MED - 202.2.T.D / 146.,NULL,,VILLA ESPERANZA,81815,68220,79,2017
619,5,1342,232,65954,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-301-01.3.M.PH / 150.,NULL,,VILLA ESPERANZA,81816,68221,79,2017
620,5,1354,234,66892,PH,M,40,INVITADO,MED.VILESP.14.79.97.MED-401 .4.M.PH / 151.,NULL,,VILLA ESPERANZA,81817,68224,79,2017
621,6,2507,129,3868,B,T,30,INVESTIGADOR,MED.INSDEINV.14.83.97.INV.11.T.B / 3.,NULL,,INSTITUTO DE  INVESTIGACIÓN,81846,68233,83,2017 INVESTIGACION
622,6,2507,29,372,D,T,27,INVESTIGADOR,MED.INSDEINV.14.83.97.INV.11.T.D / 2.,NULL,,INSTITUTO DE  INVESTIGACIÓN,81847,68241,83,2017 INVESTIGACION
623,5,814,233,66789,B,M,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.M.B / 156.,NULL,,VILLA ESPERANZA,81865,68260,79,2017
624,5,815,34,472,J,M,18,INVITADO,MED.VILESP.14.79.97.MED - 101.1.M.J / 152.,NULL,,VILLA ESPERANZA,81866,68258,79,2017
625,5,815,34,472,K,T,20,INVITADO,MED.VILESP.14.79.97.MED - 101.1.T.K / 153.,NULL,,VILLA ESPERANZA,81867,68259,79,2017
626,5,827,69,1284,PH,T,20,INVITADO,MED.VILESP.14.79.97.MED-304.3.T.PH / 148.,NULL,,VILLA ESPERANZA,81913,68222,79,2017
627,5,827,147,4485,PH,T,20,INVITADO,MED.VILESP.14.79.97.MED-304.3.T.PH / 147.,NULL,,VILLA ESPERANZA,81915,68080,79,2017
628,6,2507,172,35254,C,M,30,INVESTIGADOR,MED.INSDEINV.14.83.97.INV.11.M.C / 4.,NULL,,INSTITUTO DE  INVESTIGACIÓN,81959,68240,83,2017 INVESTIGACION
629,5,814,159,5491,M,N,40,INVITADO,MED.VILESP.14.79.97.MED - 100.1.N.M / 159.,NULL,,VILLA ESPERANZA,82946,69052,79,2017
